FID,X,Y,SOC,Precipitation,Temperature,Elevation,Slope,Soiltype,Green,Red,SWIR1,BSI,EVI,GNDVI,GSAVI,NDVI,NMDI,SAVI
2056,213136,2514756,3.44,0.427383725,0.287499114,0.857983129,0.728096174,1,0.521297025,0.565593278,0.459238556,0.507539344,0.655581621,0.860774999,0.941539389,0.230239453,0.969537302,0.49488238
2057,195111,2513807,1.58,0.821797413,0.672837802,0.178862925,0.392914062,5,0.798294082,0.669008757,0.873288948,0.487821512,0.515735877,0.747572858,0.085211246,0.604571798,0.586447548,0.328041814
2058,190184,2513379,2.54,0.402120823,0.396700641,0.422661389,0.326282926,1,0.175713456,0.992588132,0.553412073,0.827547816,0.463984093,0.883567267,0.071832602,0.837366199,0.301611395,0.114465271
2059,196375,2512985,1.6,0.363348118,0.608584612,0.962594982,0.790518686,1,0.346114656,0.193952926,0.407799819,0.144307386,0.447089517,0.985564846,0.503925986,0.92598425,0.809703932,0.231394884
2060,209760,2509886,1.44,0.620588682,0.05427998,0.434133592,0.096552507,5,0.816633034,0.243426607,0.507208812,0.167121188,0.193855929,0.445281025,0.385743623,0.68432506,0.304873459,0.246555998
2061,208371,2508499,1.6,0.237921218,0.724743354,0.943493371,0.590895331,2,0.277371568,0.807001425,0.712047789,0.369153973,0.894471473,0.802065522,0.881086282,0.51416481,0.84059559,0.584378335
2062,184212,2508460,2.43,0.8167335,0.705501693,0.773302533,0.883844799,4,0.005953978,0.992321729,0.624159556,0.932943963,0.022562791,0.707574621,0.877310795,0.920299551,0.67374394,0.192129033
2063,246914,2506119,1.08,0.868801296,0.420681353,0.012622478,0.301047249,1,0.677642532,0.341519757,0.662402482,0.468832973,0.826543778,0.631616697,0.893073758,0.189945202,0.342666159,0.718569837
2064,198094,2505637,3.97,0.243511342,0.519194494,0.249230656,0.342566687,4,0.338396851,0.315438807,0.465576152,0.838379286,0.836407057,0.344000111,0.391938745,0.337463094,0.558702749,0.542644146
2065,212636,2504348,6.02,0.879195744,0.888654345,0.030518472,0.892334584,3,0.904737828,0.324825191,0.340386599,0.171389756,0.827562288,0.405609066,0.712318837,0.188815706,0.428993709,0.677200584
2066,198862,2502270,3.53,0.15699815,0.729886901,0.014928257,0.295545726,5,0.471298561,0.238621655,0.522407143,0.460967987,0.609490808,0.063978892,0.82072769,0.987790424,0.080119872,0.184120336
2067,202345,2502235,4.07,0.363779702,0.784502985,0.579071404,0.080851447,4,0.40561701,0.486179229,0.798817715,0.503249395,0.530592078,0.47413529,0.079427845,0.423224355,0.989150219,0.029659858
2068,206837,2497631,2.83,0.968139606,0.529015517,0.49553366,0.453417687,4,0.787820893,0.472184216,0.444765955,0.721921507,0.600613615,0.959963703,0.198473321,0.704018307,0.109222179,0.722091134
2069,209940,2498080,2.36,0.585947733,0.164829317,0.344250171,0.36020445,1,0.867106193,0.383030439,0.660773547,0.838697559,0.247667467,0.273362565,0.831653731,0.924198343,0.499453088,0.264262157
2070,194408,2495836,3.24,0.236600771,0.964582192,0.484206799,0.705107105,1,0.245080638,0.48829153,0.246034452,0.186885963,0.650287926,0.164661952,0.362995592,0.094675017,0.756637912,0.296332284
2071,189461,2494545,2.36,0.340570456,0.280393908,0.291432927,0.512661408,1,0.365908546,0.090733714,0.5339342,0.25413852,0.756847503,0.267531216,0.154110443,0.02093688,0.765886255,0.614086452
2072,210347,2493109,1.39,0.083195159,0.971866212,0.625262145,0.911958335,4,0.986211132,0.321440986,0.342559031,0.040318067,0.774313775,0.803058729,0.093242326,0.213042517,0.323722668,0.401939777
2073,207796,2489342,3.89,0.335609386,0.062924874,0.933030889,0.681558918,4,0.73098538,0.451801511,0.239872943,0.97165553,0.570167485,0.230494305,0.196157506,0.865340865,0.689766215,0.148821237
2074,211214,2489056,2.89,0.462823359,0.665743939,0.618698817,0.999791402,2,0.649913899,0.958044301,0.414647938,0.660869155,0.352427744,0.876845633,0.039819462,0.419608316,0.256763183,0.724702875
2075,200182,2483391,1.85,0.040749451,0.410811803,0.211474091,0.518517676,5,0.313307368,0.819323258,0.167555426,0.506260572,0.24831203,0.958295321,0.284917229,0.81199977,0.509445516,0.937556626
2076,199830,2482525,3.82,0.77766008,0.794467802,0.987639949,0.139119389,4,0.819520282,0.348791683,0.692254428,0.019971061,0.419669366,0.25571622,0.442267939,0.096798981,0.296652973,0.138982586
2077,207058,2477917,2.53,0.206541093,0.419368642,0.171053681,0.033556889,3,0.313384272,0.685130709,0.423550487,0.229771158,0.866681269,0.529305878,0.805423536,0.671749349,0.69532544,0.626245756
2078,234828,2476975,4.44,0.79128789,0.622825458,0.878029436,0.313643348,2,0.367324232,0.665478609,0.656650534,0.043869681,0.406654036,0.368602349,0.572036644,0.693228397,0.266989504,0.040523069
2079,213636,2467323,2.91,0.052681418,0.76187943,0.71671577,0.991613377,2,0.22956538,0.449045969,0.183592467,0.721782441,0.082837454,0.665169181,0.143697654,0.865516269,0.700450504,0.630927982
2080,217925,2463152,3.71,0.335605983,0.342073228,0.419387567,0.375958772,2,0.609772169,0.641997711,0.838683454,0.528180488,0.002284877,0.536693163,0.904397608,0.905762657,0.627033488,0.399667075
2081,223158,2443970,2.93,0.478392522,0.032690021,0.05889075,0.720681379,3,0.659823,0.423197513,0.306777784,0.030227085,0.744419128,0.918080893,0.422886787,0.584871611,0.339481498,0.325533132
2082,232063,2432379,2.26,0.598395985,0.509685805,0.64296091,0.057199689,3,0.215692257,0.443172934,0.131025718,0.868698642,0.765948146,0.203102513,0.526470674,0.457682802,0.249483414,0.743503067
2083,296894,2790569,6.7,0.918602506,0.772113846,0.861452152,0.036161371,3,0.801818903,0.794635041,0.259390664,0.082082175,0.512375166,0.091247129,0.484961159,0.516032782,0.864919534,0.07405357
2084,313840,2791046,5.04,0.602709056,0.352153852,0.161655449,0.488205222,5,0.532764849,0.902636071,0.354402302,0.172680376,0.971827902,0.822199285,0.718697594,0.510061533,0.826127899,0.219156803
2085,297612,2787645,3.37,0.422175561,0.703422782,0.925821656,0.586568865,3,0.157800128,0.530832924,0.152129241,0.236559344,0.936120741,0.734669789,0.799507976,0.067945365,0.941271269,0.693054358
2086,271175,2775329,1.79,0.38146152,0.446124242,0.153647105,0.68091752,3,0.563337569,0.211712213,0.647519345,0.887529627,0.416586419,0.703670578,0.961737092,0.199187826,0.670105012,0.457940651
2087,270044,2770703,1.65,0.027264468,0.288702817,0.855682351,0.642388804,2,0.697196609,0.679284132,0.779934429,0.137827178,0.453113534,0.724980102,0.364592531,0.511513969,0.88115791,0.355445435
2088,271824,2770480,2.14,0.592536661,0.056493062,0.110172486,0.965664899,4,0.45124096,0.183744851,0.508847029,0.154234003,0.561575742,0.072757901,0.963643048,0.29257438,0.114374971,0.436938118
2089,272851,2769861,4.78,0.423564678,0.399986556,0.356969979,0.488136327,2,0.543159288,0.121638348,0.670206847,0.932546642,0.781003077,0.072581156,0.564807603,0.922195196,0.325685301,0.3842464
2090,275211,2770153,1,0.361508305,0.964055498,0.436569493,0.987585004,1,0.899311495,0.954221082,0.522952892,0.490137714,0.008342602,0.201780501,0.304232777,0.013376162,0.732422768,0.167216354
2091,337774,2770568,3.38,0.085489405,0.222590545,0.083282709,0.82028309,2,0.899598483,0.982091483,0.089225989,0.691094583,0.595128164,0.911032231,0.085328631,0.73303325,0.124075648,0.776333261
2092,273940,2768895,1.51,0.158768418,0.245613779,0.582703602,0.042221128,1,0.876951574,0.300822555,0.827353102,0.898447382,0.960874824,0.050919508,0.596638602,0.559637009,0.659676764,0.104259384
2093,261476,2767884,4.14,0.544909117,0.051712957,0.859938398,0.488174632,3,0.038099249,0.294704475,0.175359445,0.99462313,0.160354975,0.286886825,0.964045276,0.458951568,0.222635111,0.447900209
2094,255275,2765792,4.76,0.555215884,0.204402625,0.73106441,0.330155218,5,0.622484546,0.179750108,0.439270888,0.039890744,0.958156722,0.529267824,0.7230687,0.159106949,0.832838255,0.197053502
2095,318770,2764019,0.64,0.752350228,0.683683157,0.545785976,0.793578829,1,0.056872046,0.541765203,0.315077048,0.108067762,0.75568356,0.852825126,0.461259748,0.349393445,0.682110036,0.547492383
2096,333990,2763641,1.75,0.640336342,0.497920991,0.29019383,0.367315092,4,0.475364263,0.740570929,0.047869536,0.256907615,0.36675914,0.333772655,0.375157838,0.253923661,0.564084098,0.528873725
2097,278897,2761266,4.58,0.17096539,0.173041913,0.724342601,0.323836449,3,0.533132312,0.379691229,0.672651788,0.062078662,0.437174909,0.674220065,0.801097758,0.836700949,0.855999342,0.514146268
2098,269301,2760142,3.05,0.950556783,0.040935789,0.654077046,0.935785045,5,0.745787227,0.868007271,0.963625385,0.719582677,0.744979447,0.051446315,0.67626478,0.513304674,0.226159826,0.497915344
2099,278155,2760534,3.19,0.685012602,0.493529971,0.157159538,0.29483304,3,0.201147968,0.315606582,0.670648504,0.539330633,0.896366986,0.582720796,0.469452053,0.667009606,0.907854627,0.646149281
2100,257183,2759908,4.58,0.583181272,0.999781047,0.649137526,0.465584741,3,0.167982974,0.110550087,0.002746562,0.343310987,0.328825164,0.701691001,0.692082156,0.655917116,0.433196632,0.311312047
2101,261534,2758442,5.4,0.545197366,0.039580887,0.953104441,0.481257627,2,0.215299907,0.577634497,0.356577894,0.729051373,0.245196822,0.217639933,0.05436323,0.397964038,0.759006324,0.217814113
2102,270864,2753883,3.73,0.64279275,0.046270585,0.943285137,0.723905057,3,0.837626911,0.47509954,0.721740088,0.09228044,0.534846169,0.061956622,0.463435049,0.512825967,0.130192997,0.122051284
2103,254745,2753468,2.56,0.954353205,0.611349395,0.486598147,0.509906518,5,0.503729013,0.443069087,0.301555021,0.136965168,0.50205321,0.759075612,0.781764623,0.02970512,0.629799661,0.476851751
2104,332877,2750953,2.12,0.819630917,0.343891444,0.203003201,0.987037883,4,0.623436397,0.692329743,0.276276266,0.333450119,0.300547162,0.944759925,0.374464154,0.674021759,0.840121597,0.135521498
2105,271126,2750031,0.9,0.079820397,0.3935001,0.228270559,0.144466728,3,0.411191953,0.665331317,0.427180469,0.653942993,0.753896242,0.37001354,0.78992081,0.418231573,0.866308597,0.868467707
2106,295776,2748301,6.14,0.6239721,0.828511668,0.453876691,0.718747526,5,0.127093965,0.031838968,0.528333044,0.310513638,0.644630813,0.225552934,0.292861108,0.628688619,0.334979251,0.09035817
2107,274056,2748148,3.46,0.394218125,0.795390228,0.400416778,0.777362679,5,0.543629139,0.517946324,0.875730109,0.876463145,0.858075524,0.614261917,0.660743206,0.290936029,0.458602393,0.257182832
2108,245737,2747855,1.68,0.877090679,0.049005492,0.969356047,0.169603718,5,0.441420863,0.490719843,0.850788253,0.74205171,0.347745134,0.653403884,0.97819449,0.843443714,0.469591284,0.025969724
2109,286060,2743480,5.37,0.807553103,0.889231567,0.063710864,0.513846199,4,0.694660045,0.103459013,0.401754923,0.498235831,0.501676751,0.563317704,0.761004212,0.123482489,0.904143557,0.007501216
2110,320566,2742383,0.8,0.320826487,0.864713369,0.298882037,0.267368331,3,0.991080549,0.972677465,0.450353465,0.958613849,0.377409802,0.895121292,0.279689882,0.617967984,0.489766873,0.843928376
2111,283241,2741983,1.05,0.028633564,0.967190858,0.305953281,0.54066162,5,0.908876932,0.047247442,0.147072713,0.362193198,0.030554403,0.762827064,0.32997088,0.685330276,0.46671847,0.099546357
2112,317616,2740003,3.39,0.271618946,0.781418413,0.553351269,0.808376998,3,0.524149233,0.098356686,0.941810224,0.732174257,0.089219058,0.533952114,0.639996792,0.359833245,0.966593639,0.273365295
2113,262661,2739663,3.14,0.692256498,0.834108717,0.504372693,0.149785327,4,0.789457715,0.442496453,0.399561244,0.527168926,0.805816104,0.2857398,0.304442136,0.567082298,0.358028257,0.844459975
2114,329337,2739013,1.98,0.822605503,0.380129143,0.937089554,0.997908475,4,0.191220064,0.129040629,0.437650251,0.655826645,0.987281382,0.77122802,0.935701705,0.757909428,0.67277734,0.546528361
2115,330520,2738800,2.36,0.185990622,0.510344841,0.682842013,0.265205894,4,0.2888293,0.937557662,0.398009077,0.492981306,0.097918213,0.333443491,0.198634791,0.641714137,0.890576224,0.926504496
2116,319756,2737772,0.91,0.839555154,0.51930343,0.739897125,0.734553188,2,0.834059226,0.119012135,0.503988314,0.863750836,0.151904788,0.176060462,0.598192794,0.754092366,0.813342171,0.775078557
2117,240500,2736367,2.93,0.583326742,0.294620534,0.116570268,0.91205088,4,0.152367174,0.36391842,0.296956267,0.622074603,0.746819904,0.028066043,0.677733722,0.531094227,0.102422794,0.845988261
2118,236644,2732540,1.67,0.989599763,0.486480472,0.663790915,0.133962979,4,0.775390348,0.589415392,0.748165413,0.400145246,0.708240392,0.610885333,0.705104601,0.260139119,0.995167921,0.323294827
2119,319308,2732040,1.89,0.541406373,0.991579897,0.150074794,0.020776484,4,0.694323168,0.511357325,0.669705203,0.901317681,0.173944178,0.064620896,0.169103114,0.540184168,0.016806542,0.643952843
2120,251807,2732173,1.52,0.669740846,0.588306077,0.624209119,0.004361517,3,0.236715406,0.623176947,0.206033007,0.929339108,0.270992571,0.010929452,0.475961279,0.772035859,0.496224484,0.698546062
2121,323423,2730599,0.93,0.090694082,0.493690032,0.076160353,0.748357509,4,0.744976999,0.814730313,0.503782042,0.317238715,0.878224367,0.738306988,0.402868821,0.737345545,0.760673591,0.616201665
2122,266221,2727583,3.82,0.037549378,0.562785072,0.695934459,0.39784459,4,0.618239461,0.791201154,0.832322621,0.802882353,0.172256136,0.737673593,0.803544011,0.545449714,0.141010092,0.009871037
2123,286430,2727573,2.73,0.000451287,0.11855793,0.338460685,0.642974511,2,0.532052361,0.014241469,0.922841941,0.658388534,0.858720128,0.758960041,0.86399234,0.595943625,0.250161071,0.183911299
2124,225855,2725477,1.57,0.153201451,0.237488123,0.244360729,0.396931297,2,0.559183354,0.835669081,0.094458005,0.324093949,0.693798061,0.363863543,0.688842065,0.427158697,0.957834554,0.81757486
2125,333798,2723488,1.4,0.349144011,0.879488252,0.946574689,0.79216791,5,0.361786229,0.433528205,0.147799886,0.748191837,0.888755401,0.496272486,0.275814006,0.115329745,0.442318887,0.737669569
2126,254387,2720720,3.16,0.081242517,0.652953291,0.777707717,0.949564127,1,0.038139938,0.725024677,0.656374842,0.959002951,0.899525086,0.936794638,0.35312379,0.66565173,0.65770038,0.88220601
2127,222977,2717593,3.15,0.889427824,0.68840336,0.228298354,0.547742993,1,0.190419912,0.25953445,0.997764712,0.604981809,0.922518617,0.747622789,0.062107924,0.395635156,0.743477173,0.327325586
2128,330108,2704041,5.24,0.677800011,0.477643667,0.103825944,0.902558808,5,0.181074682,0.332752242,0.532475664,0.705907698,0.331131531,0.429052137,0.068351358,0.062253896,0.465049524,0.392641128
2129,234347,2693208,2.42,0.493174136,0.356875238,0.961663427,0.261343128,3,0.678997622,0.81457912,0.811380131,0.423988797,0.662371779,0.597434193,0.777430762,0.070981871,0.979143852,0.505468724
2130,242699,2693689,2.14,0.630263818,0.66292692,0.240060406,0.723183968,1,0.318998526,0.667556197,0.252624824,0.84831409,0.072556416,0.268337586,0.546451605,0.945848791,0.748565413,0.561515564
2131,210514,2693318,4.35,0.960682093,0.503183786,0.366543854,0.776703855,4,0.729887204,0.076181802,0.347436481,0.964722353,0.44077791,0.778424616,0.32423955,0.130824972,0.774635691,0.214422996
2132,234077,2689273,3.87,0.824325041,0.80666266,0.202570055,0.739692338,3,0.754048162,0.469000432,0.492374235,0.949556883,0.090199892,0.311564536,0.494227397,0.303473933,0.528698233,0.802630061
2133,234887,2689062,2.64,0.179366718,0.219726112,0.624592214,0.119603406,2,0.340356329,0.731262962,0.815605414,0.598275514,0.91640989,0.251202867,0.659253636,0.622070611,0.146542961,0.842510409
2134,213470,2690073,1.31,0.789954574,0.025640197,0.208264001,0.473343418,4,0.412145824,0.194807465,0.087157364,0.548104706,0.810096709,0.587127033,0.355607377,0.697985058,0.746354213,0.022269326
2135,242924,2688374,1.97,0.459908343,0.187862159,0.06684629,0.680348802,2,0.823700804,0.988983739,0.693876873,0.58267695,0.78665418,0.189725569,0.087863586,0.971121522,0.15128531,0.392739785
2136,209154,2687631,2.68,0.42816149,0.805790617,0.66179421,0.329788028,4,0.539909769,0.299522953,0.544410824,0.788110619,0.065233413,0.944826997,0.930348857,0.487925624,0.830563558,0.662789234
2137,209188,2685052,1.75,0.51558843,0.231338607,0.704419332,0.218702391,1,0.253448686,0.286551604,0.890200236,0.702668507,0.411194463,0.293122816,0.440095398,0.171586227,0.820819425,0.53590709
2138,230930,2683753,4,0.568461145,0.851701493,0.123822317,0.27257478,2,0.314470128,0.297588957,0.175998117,0.156368315,0.823995627,0.624371464,0.264766661,0.276462828,0.09673299,0.577822831
2139,203729,2680814,6.61,0.069601822,0.704547985,0.283550256,0.748410561,5,0.783465596,0.319489684,0.288013089,0.20872037,0.164124517,0.466615682,0.977703494,0.085685311,0.350731358,0.619908499
2140,208983,2679393,2.44,0.135086044,0.379431114,0.844385901,0.359816296,4,0.544150257,0.314542271,0.515969947,0.305805161,0.597891016,0.296233628,0.79684295,0.85084684,0.33460715,0.71640718
2141,206280,2668316,3.47,0.331501681,0.67736634,0.870501299,0.204362985,5,0.211721556,0.57159796,0.770734922,0.638662157,0.483507915,0.644462862,0.809235553,0.517738581,0.322105713,0.144203774
2142,231341,2667319,3.05,0.023910747,0.654258354,0.729054023,0.174654117,1,0.680194536,0.99518275,0.966582777,0.180597985,0.793385256,0.887623014,0.412644492,0.101897375,0.601896653,0.9886732
2143,310148,2660238,1.73,0.445357015,0.013310147,0.321558695,0.286761944,5,0.326212756,0.638085482,0.321186261,0.52045317,0.618738603,0.189609608,0.132945209,0.952811599,0.979622943,0.668848157
2144,217012,2659094,3.7,0.143664185,0.05593497,0.196911243,0.082349022,3,0.030032083,0.057660494,0.19989218,0.401433297,0.210956297,0.223387473,0.851871079,0.950605086,0.113565544,0.808111126
2145,194248,2658179,2.94,0.628165831,0.21450788,0.733083897,0.0631782,4,0.314128026,0.761603064,0.974876547,0.971045765,0.179006171,0.165425581,0.229886157,0.232787653,0.850168445,0.234859276
2146,215687,2656205,2.21,0.928212225,0.099561498,0.995446581,0.37512158,1,0.439388532,0.747193822,0.234177304,0.767671853,0.213784607,0.390538525,0.461588085,0.239282489,0.036691574,0.882600735
2147,236611,2654808,3.12,0.327472664,0.773954865,0.4181308,0.384751483,1,0.672410251,0.368347971,0.866267914,0.930024477,0.358739404,0.725924323,0.045507261,0.608892047,0.976260348,0.742498295
2148,244957,2653239,2.34,0.742007075,0.770963469,0.298045618,0.577192024,5,0.977868975,0.033736919,0.058994248,0.943727294,0.419093617,0.727871146,0.547765828,0.323182526,0.590851271,0.544061193
2149,197297,2653056,3.5,0.87822824,0.728628477,0.735209421,0.720139061,1,0.016033175,0.921189711,0.462356945,0.842297609,0.525777981,0.591815064,0.435254392,0.478874408,0.453556158,0.105890812
2150,183892,2652998,1.88,0.161382963,0.898674113,0.536624436,0.638535909,2,0.0295185,0.948934374,0.118090334,0.644341246,0.9665447,0.446527623,0.993993432,0.935181681,0.24765699,0.605539749
2151,184518,2652151,1.89,0.081740086,0.372338021,0.653529136,0.819583485,1,0.813605091,0.548289516,0.903998134,0.216379612,0.995006784,0.267641285,0.19211931,0.973384897,0.29059183,0.030340633
2152,184834,2652119,0.88,0.86099786,0.617564724,0.211930676,0.935469049,3,0.931942732,0.471023863,0.463138285,0.585158578,0.744437846,0.186599445,0.512437592,0.852230078,0.955197159,0.071045479
2153,188763,2651087,1.31,0.971644354,0.146443643,0.775084917,0.015952809,5,0.034936383,0.135316503,0.560603382,0.505034812,0.004320823,0.439792446,0.552218465,0.186051945,0.315373267,0.481418032
2154,189254,2651110,2.38,0.778201647,0.311903071,0.050971605,0.413095901,3,0.837641724,0.996097467,0.270881157,0.90079389,0.460563962,0.985016566,0.317772582,0.307567748,0.067224631,0.92568539
2155,309821,2650619,3.07,0.155321905,0.99570991,0.559451852,0.569850858,2,0.561698554,0.579052399,0.168625778,0.386663389,0.655653893,0.999767938,0.601466899,0.401408521,0.263178951,0.992785423
2156,232380,2649523,3.57,0.650882151,0.009389487,0.268263415,0.718546212,5,0.940366453,0.190411979,0.453194289,0.569873461,0.678780544,0.917144832,0.522206046,0.947888804,0.937649116,0.500965413
2157,220299,2648354,4.72,0.563633301,0.825222783,0.599303583,0.465438189,1,0.516470653,0.794219022,0.965541105,0.02064356,0.018528732,0.42636678,0.843021298,0.846688538,0.643375275,0.916773354
2158,201333,2648057,6.06,0.62450822,0.333217197,0.943559965,0.74421965,1,0.636265474,0.614359484,0.750011821,0.033405975,0.182313032,0.959740887,0.440370638,0.221964967,0.124574995,0.81637685
2159,244641,2648912,1.41,0.628487385,0.935139022,0.068500087,0.938412213,2,0.059507864,0.715605502,0.587098031,0.562999213,0.48642864,0.04003969,0.748940038,0.810841513,0.454266836,0.372550793
2160,195139,2645286,3.95,0.926695921,0.462226479,0.932530415,0.113394724,2,0.736986561,0.681143416,0.378596402,0.895332054,0.131224267,0.133047729,0.267140219,0.632583591,0.933870644,0.388672195
2161,220895,2644385,2.44,0.93097902,0.791663957,0.999402933,0.716594562,4,0.783083642,0.081732539,0.243018051,0.619960081,0.665624557,0.20375269,0.446758113,0.905025218,0.365166644,0.856581623
2162,182305,2643413,2.02,0.843270783,0.241875218,0.344192837,0.396704743,2,0.625126778,0.108655711,0.322973612,0.001432502,0.86915317,0.909141479,0.481071995,0.900909199,0.643902679,0.231801196
2163,307815,2643128,0.75,0.44160595,0.623466006,0.726618272,0.604814755,1,0.027255211,0.4909757,0.09209494,0.640866838,0.68592449,0.135880203,0.306085127,0.994930947,0.575820911,0.242871571
2164,197480,2641950,2.81,0.298442123,0.590715151,0.73213019,0.24132348,3,0.242178714,0.685453148,0.252456648,0.096174461,0.616119051,0.458202951,0.276540738,0.736783912,0.081844139,0.125565688
2165,203987,2642597,2.46,0.374804918,0.686355652,0.83510477,0.341299084,1,0.451836326,0.521464518,0.157404474,0.705160034,0.920354446,0.981146401,0.120972456,0.703018542,0.600094934,0.621200414
2166,182240,2642181,1.87,0.270284988,0.778007103,0.345742969,0.695212328,3,0.200591449,0.847046739,0.071150459,0.306807835,0.763743236,0.725397943,0.389453306,0.286689263,0.459986927,0.660016036
2167,189061,2642335,4.45,0.804693946,0.128055993,0.63538318,0.019998851,2,0.430801854,0.432524472,0.779039444,0.360112909,0.765257301,0.587753118,0.547732604,0.969014581,0.886518508,0.737864331
2168,181817,2641493,2.05,0.388218357,0.841666817,0.192033315,0.694627108,3,0.706004962,0.641981725,0.38170962,0.917217969,0.10617917,0.031953025,0.647803315,0.321351929,0.330364464,0.476217863
2169,201682,2640071,2.09,0.22015649,0.996215803,0.95096661,0.095038429,4,0.321579758,0.765588101,0.508945582,0.332713454,0.596237294,0.089125607,0.462899343,0.402117704,0.698484103,0.365181173
2170,200749,2640148,2.48,0.97155304,0.062489142,0.838342899,0.596240835,1,0.467137119,0.919872477,0.144815324,0.529595217,0.199478395,0.505043989,0.822997561,0.510959478,0.48466807,0.662287336
2171,227829,2639120,2.96,0.064631905,0.336923463,0.5998746,0.656239385,4,0.71368064,0.768639335,0.643060347,0.504036159,0.887892301,0.759124293,0.686919592,0.310297973,0.239738011,0.518209884
2172,212781,2637784,3.42,0.980020898,0.667971133,0.02059702,0.069803959,1,0.16433481,0.50935977,0.633358211,0.551556435,0.936542238,0.39105875,0.755833308,0.844446742,0.381359222,0.655226954
2173,180076,2637167,2.55,0.357788956,0.427865252,0.078561753,0.948470737,5,0.874791201,0.326399658,0.763673885,0.895044344,0.723115482,0.234598134,0.547120828,0.362746519,0.587507127,0.833759793
2174,196998,2636253,4.22,0.53830037,0.536879468,0.966031146,0.888507783,4,0.240895487,0.637660176,0.207031608,0.802781462,0.876587262,0.979760263,0.387622597,0.182334862,0.813904643,0.059260059
2175,204161,2636113,2.13,0.476280795,0.256137401,0.732400399,0.663419095,4,0.577209812,0.584580763,0.394199645,0.531506251,0.605387159,0.415682134,0.215017543,0.936966696,0.929132138,0.562497191
2176,213076,2635744,3.16,0.405432012,0.887335502,0.990949203,0.855570809,5,0.174635792,0.100150053,0.559504569,0.603850794,0.150269253,0.063350266,0.411550956,0.21887423,0.405998915,0.931872582
2177,205643,2635440,2.35,0.870494939,0.20197497,0.78202011,0.485759315,4,0.799142463,0.823980563,0.028209496,0.04412459,0.469602597,0.215815912,0.94111542,0.967697919,0.030691733,0.918009428
2178,213218,2635452,4.31,0.878050108,0.142214914,0.752697571,0.305119618,3,0.994698685,0.982741301,0.323376004,0.79870916,0.952534089,0.89526969,0.143203656,0.967804208,0.509884677,0.213391063
2179,218413,2634751,1.44,0.157989438,0.893177672,0.388004693,0.885566141,3,0.752074466,0.817346384,0.965398558,0.17226568,0.524394687,0.972141222,0.02399482,0.250865648,0.458882929,0.432014636
2180,232214,2634245,2.22,0.03220218,0.496797825,0.973629966,0.683671067,2,0.676638762,0.853826263,0.363011315,0.980296408,0.59002091,0.120273878,0.093730107,0.025696811,0.75488237,0.490662912
2181,231259,2633298,4.4,0.134737501,0.691584568,0.903152673,0.482628692,5,0.360007857,0.107077222,0.141450633,0.619021127,0.861062908,0.755544939,0.829891156,0.936784219,0.243043665,0.008785882
2182,240086,2631841,2.34,0.367163214,0.929097469,0.433896861,0.346470031,4,0.411845852,0.728778874,0.142000524,0.039554805,0.131637971,0.643720343,0.332378836,0.23877506,0.608258557,0.3490721
2183,230314,2631367,3.52,0.129242278,0.175359703,0.172921792,0.823336388,2,0.669396223,0.938590227,0.832575135,0.890314007,0.714336935,0.332552676,0.69256662,0.787629078,0.985564202,0.801187518
2184,200879,2630315,3.21,0.774412887,0.627676241,0.47845396,0.795056633,4,0.961880073,0.83130376,0.82613057,0.550873976,0.449546293,0.286652382,0.937815434,0.002272041,0.413038802,0.094368061
2185,191792,2630292,3.44,0.987271816,0.850268246,0.857640458,0.04263656,2,0.653943428,0.66847403,0.538773307,0.700203509,0.752724103,0.982495144,0.16919792,0.331877617,0.886933897,0.879759854
2186,189996,2630403,3.37,0.345352681,0.015585913,0.294710394,0.923377616,4,0.53948642,0.052330387,0.133908139,0.449608875,0.070936678,0.488594672,0.219257504,0.310825616,0.445656206,0.135227428
2187,215850,2629921,2.45,0.998600756,0.464508463,0.564885171,0.629560005,4,0.871681494,0.510999493,0.067464504,0.852854102,0.717781626,0.628635586,0.005645176,0.578912095,0.184958905,0.362306021
2188,217490,2629673,1.86,0.693176572,0.518429447,0.728904027,0.589312775,4,0.451940475,0.598683118,0.548630458,0.389866063,0.989343238,0.0070533,0.759915396,0.555341025,0.004420895,0.533990413
2189,242642,2629720,6.88,0.514610403,0.507445887,0.223848271,0.297936295,1,0.699108261,0.768724159,0.500029619,0.86029107,0.473607674,0.09779614,0.35057614,0.81130478,0.196052609,0.742624401
2190,176074,2627465,2.45,0.798594657,0.117265159,0.384520304,0.778687053,5,0.451152208,0.229834997,0.764687564,0.557225526,0.254155261,0.275103811,0.428591796,0.182119348,0.172118536,0.443315787
2191,293424,2627280,4.7,0.397913497,0.260025764,0.5621761,0.079352671,4,0.405833195,0.146415824,0.865370463,0.44587354,0.237782051,0.73190652,0.027937024,0.4557269,0.005407156,0.959924788
2192,198534,2626386,2.14,0.633155145,0.473913575,0.505645974,0.826094894,2,0.666416226,0.755964595,0.497967854,0.501823478,0.826366266,0.960464815,0.954808497,0.082343803,0.214253309,0.222203804
2193,177560,2626174,5.83,0.249087298,0.672038657,0.047022027,0.546104419,2,0.99130919,0.123598771,0.237588393,0.86870704,0.28166049,0.85969952,0.233606342,0.799853632,0.402350488,0.494897957
2194,199711,2625873,2.44,0.939152837,0.368382952,0.352233103,0.691374026,4,0.432774448,0.808769627,0.952205301,0.565186056,0.868380481,0.812114772,0.119508282,0.656141903,0.644615052,0.645825558
